State	Filed week ended	Initial Claims	Reflecting Week Ended	Continued Claims	Covered Employment	Insured Unemployment Rate
Georgia	03/28/2020	133,820	03/21/2020	107,877	4,373,059	2.47
Georgia	04/04/2020	390,132	03/28/2020	360,077	4,373,059	8.23
Georgia	04/11/2020	319,581	04/04/2020	595,418	4,388,404	13.57
Georgia	04/18/2020	247,003	04/11/2020	611,889	4,388,404	13.94
Georgia	04/25/2020	266,565	04/18/2020	758,856	4,388,404	17.29
Georgia	05/02/2020	228,352	04/25/2020	885,764	4,388,404	20.18
Georgia	05/09/2020	242,772	05/02/2020	812,913	4,388,404	18.52
Georgia	05/16/2020	177,731	05/09/2020	790,178	4,388,404	18.01
Georgia	05/23/2020	165,499	05/16/2020	731,762	4,388,404	16.67
Georgia	05/30/2020	149,163	05/23/2020	754,833	4,388,404	17.20
Georgia	06/06/2020	135,254	05/30/2020	698,154	4,388,404	15.91
Georgia	06/13/2020	131,997	06/06/2020	682,501	4,388,404	15.55
Georgia	06/20/2020	125,725	06/13/2020	669,735	4,388,404	15.26
Georgia	06/27/2020	117,485	06/20/2020	661,233	4,388,404	15.07
Georgia	07/04/2020	105,160	06/27/2020	619,947	4,388,404	14.13
Georgia	07/11/2020	138,452	07/04/2020	792,717	4,406,223	17.99
Hawaii	01/04/2020	1,825	12/28/2019	6,813	623,074	1.09
Hawaii	01/11/2020	1,826	01/04/2020	7,849	621,949	1.26
Hawaii	01/18/2020	1,234	01/11/2020	6,623	621,949	1.06
Hawaii	01/25/2020	1,014	01/18/2020	6,407	621,949	1.03
Hawaii	02/01/2020	1,135	01/25/2020	6,070	621,949	0.98
Hawaii	02/08/2020	1,137	02/01/2020	6,205	621,949	1.00
Hawaii	02/15/2020	1,199	02/08/2020	6,121	621,949	0.98
Hawaii	02/22/2020	1,020	02/15/2020	6,223	621,949	1.00
Hawaii	02/29/2020	1,049	02/22/2020	5,951	621,949	0.96
Hawaii	03/07/2020	1,275	02/29/2020	6,047	621,949	0.97
Hawaii	03/14/2020	1,589	03/07/2020	6,204	621,949	1.00
Hawaii	03/21/2020	8,817	03/14/2020	6,477	621,949	1.04
Hawaii	03/28/2020	48,596	03/21/2020	10,997	621,949	1.77
Hawaii	04/04/2020	53,102	03/28/2020	32,226	621,949	5.18
Hawaii	04/11/2020	34,717	04/04/2020	48,305	621,474	7.77
Hawaii	04/18/2020	26,591	04/11/2020	72,261	621,474	11.63
Hawaii	04/25/2020	22,496	04/18/2020	68,637	621,474	11.04
Hawaii	05/02/2020	15,177	04/25/2020	88,110	621,474	14.18
Hawaii	05/09/2020	12,329	05/02/2020	110,922	621,474	17.85
Hawaii	05/16/2020	10,964	05/09/2020	145,711	621,474	23.45
Hawaii	05/23/2020	9,140	05/16/2020	128,086	621,474	20.61
Hawaii	05/30/2020	7,702	05/23/2020	124,939	621,474	20.10
Hawaii	06/06/2020	7,338	05/30/2020	125,568	621,474	20.20
Hawaii	06/13/2020	7,248	06/06/2020	114,119	621,474	18.36
Hawaii	06/20/2020	7,178	06/13/2020	132,466	621,474	21.31
Hawaii	06/27/2020	8,193	06/20/2020	128,990	621,474	20.76
Hawaii	07/04/2020	7,648	06/27/2020	123,629	621,474	19.89
Hawaii	07/11/2020	7,668	07/04/2020	128,638	620,739	20.72
Idaho	01/04/2020	2,957	12/28/2019	8,854	722,812	1.22
Idaho	01/11/2020	2,131	01/04/2020	11,483	727,996	1.58
Idaho	01/18/2020	2,172	01/11/2020	11,931	727,996	1.64
Idaho	01/25/2020	1,821	01/18/2020	11,833	727,996	1.63
Idaho	02/01/2020	1,446	01/25/2020	11,337	727,996	1.56
Idaho	02/08/2020	1,443	02/01/2020	11,389	727,996	1.56
Idaho	02/15/2020	1,356	02/08/2020	11,334	727,996	1.56
Idaho	02/22/2020	1,114	02/15/2020	11,275	727,996	1.55
Idaho	02/29/2020	998	02/22/2020	10,587	727,996	1.45
Idaho	03/07/2020	938	02/29/2020	10,167	727,996	1.40
Idaho	03/14/2020	1,031	03/07/2020	9,336	727,996	1.28
Idaho	03/21/2020	13,586	03/14/2020	7,869	727,996	1.08
Idaho	03/28/2020	32,941	03/21/2020	15,523	727,996	2.13
Idaho	04/04/2020	30,904	03/28/2020	35,915	727,996	4.93
Idaho	04/11/2020	18,531	04/04/2020	59,139	733,499	8.06
Idaho	04/18/2020	13,023	04/11/2020	67,722	733,499	9.23
Idaho	04/25/2020	8,827	04/18/2020	71,416	733,499	9.74
Idaho	05/02/2020	7,495	04/25/2020	71,794	733,499	9.79
Idaho	05/09/2020	5,795	05/02/2020	65,478	733,499	8.93
Idaho	05/16/2020	5,800	05/09/2020	60,121	733,499	8.20
Idaho	05/23/2020	4,727	05/16/2020	56,692	733,499	7.73
Idaho	05/30/2020	3,646	05/23/2020	51,035	733,499	6.96
Idaho	06/06/2020	3,953	05/30/2020	47,779	733,499	6.51
Idaho	06/13/2020	3,631	06/06/2020	36,764	733,499	5.01
Idaho	06/20/2020	4,285	06/13/2020	33,060	733,499	4.51
Idaho	06/27/2020	5,417	06/20/2020	30,886	733,499	4.21
Idaho	07/04/2020	4,924	06/27/2020	29,090	733,499	3.97
Idaho	07/11/2020	5,458	07/04/2020	28,766	744,799	3.86
Illinois	01/04/2020	11,779	12/28/2019	125,348	5,902,475	2.12
Illinois	01/11/2020	12,703	01/04/2020	136,523	5,910,898	2.31
Illinois	01/18/2020	14,807	01/11/2020	133,967	5,910,898	2.27
Illinois	01/25/2020	9,762	01/18/2020	131,469	5,910,898	2.22
Illinois	02/01/2020	9,343	01/25/2020	143,239	5,910,898	2.42
Illinois	02/08/2020	9,794	02/01/2020	130,900	5,910,898	2.21
Illinois	02/15/2020	8,045	02/08/2020	133,765	5,910,898	2.26
Illinois	02/22/2020	11,812	02/15/2020	131,171	5,910,898	2.22
Illinois	02/29/2020	8,980	02/22/2020	132,123	5,910,898	2.24
Illinois	03/07/2020	8,727	02/29/2020	136,396	5,910,898	2.31
Illinois	03/14/2020	11,305	03/07/2020	130,293	5,910,898	2.20
Illinois	03/21/2020	126,716	03/14/2020	125,422	5,910,898	2.12
Illinois	03/28/2020	185,575	03/21/2020	132,058	5,910,898	2.23
Illinois	04/04/2020	202,157	03/28/2020	263,018	5,910,898	4.45
Illinois	04/11/2020	140,787	04/04/2020	452,826	5,914,575	7.66
Illinois	04/18/2020	118,996	04/11/2020	569,200	5,914,575	9.62
Illinois	04/25/2020	101,322	04/18/2020	681,002	5,914,575	11.51
Illinois	05/02/2020	74,476	04/25/2020	695,971	5,914,575	11.77
Illinois	05/09/2020	72,671	05/02/2020	755,912	5,914,575	12.78
Illinois	05/16/2020	72,780	05/09/2020	733,542	5,914,575	12.40
Illinois	05/23/2020	58,263	05/16/2020	762,367	5,914,575	12.89
Illinois	05/30/2020	46,385	05/23/2020	719,779	5,914,575	12.17
Illinois	06/06/2020	44,606	05/30/2020	741,738	5,914,575	12.54
Illinois	06/13/2020	44,694	06/06/2020	710,279	5,914,575	12.01
Illinois	06/20/2020	46,276	06/13/2020	705,839	5,914,575	11.93
Illinois	06/27/2020	45,752	06/20/2020	676,722	5,914,575	11.44
Illinois	07/04/2020	39,015	06/27/2020	667,460	5,914,575	11.29
Illinois	07/11/2020	38,261	07/04/2020	664,763	5,917,347	11.23
Indiana	01/04/2020	4,434	12/28/2019	20,062	3,034,091	0.66
Indiana	01/11/2020	4,890	01/04/2020	21,524	3,039,304	0.71
Indiana	01/18/2020	3,741	01/11/2020	21,626	3,039,304	0.71
Indiana	01/25/2020	2,956	01/18/2020	21,366	3,039,304	0.70
Indiana	02/01/2020	3,016	01/25/2020	22,017	3,039,304	0.72
Indiana	02/08/2020	2,725	02/01/2020	22,212	3,039,304	0.73
Indiana	02/15/2020	2,556	02/08/2020	22,352	3,039,304	0.74
Indiana	02/22/2020	2,979	02/15/2020	22,913	3,039,304	0.75
Indiana	02/29/2020	2,276	02/22/2020	22,994	3,039,304	0.76
Indiana	03/07/2020	2,223	02/29/2020	22,586	3,039,304	0.74
Indiana	03/14/2020	2,596	03/07/2020	21,473	3,039,304	0.71
Indiana	03/21/2020	59,755	03/14/2020	20,778	3,039,304	0.68
Indiana	03/28/2020	139,174	03/21/2020	28,987	3,039,304	0.95
Indiana	04/04/2020	127,010	03/28/2020	71,737	3,039,304	2.36
Indiana	04/11/2020	113,755	04/04/2020	147,583	3,041,986	4.85
Indiana	04/18/2020	72,756	04/11/2020	206,386	3,041,986	6.78
Indiana	04/25/2020	55,774	04/18/2020	253,929	3,041,986	8.35
Indiana	05/02/2020	42,290	04/25/2020	271,248	3,041,986	8.92
Indiana	05/09/2020	29,668	05/02/2020	285,460	3,041,986	9.38
Indiana	05/16/2020	29,436	05/09/2020	270,385	3,041,986	8.89
Indiana	05/23/2020	25,523	05/16/2020	253,536	3,041,986	8.33
Indiana	05/30/2020	22,914	05/23/2020	233,869	3,041,986	7.69
Indiana	06/06/2020	22,931	05/30/2020	221,056	3,041,986	7.27
Indiana	06/13/2020	24,017	06/06/2020	211,255	3,041,986	6.94
Indiana	06/20/2020	29,331	06/13/2020	201,242	3,041,986	6.62
Indiana	06/27/2020	44,827	06/20/2020	191,288	3,041,986	6.29
Indiana	07/04/2020	22,102	06/27/2020	183,968	3,041,986	6.05
Indiana	07/11/2020	28,360	07/04/2020	190,169	3,046,268	6.24
Iowa	01/04/2020	4,586	12/28/2019	34,549	1,529,213	2.26
Iowa	01/11/2020	4,836	01/04/2020	34,540	1,530,920	2.26
Iowa	01/18/2020	3,615	01/11/2020	29,625	1,530,920	1.94
Iowa	01/25/2020	3,115	01/18/2020	30,369	1,530,920	1.98
Iowa	02/01/2020	3,066	01/25/2020	30,890	1,530,920	2.02
Iowa	02/08/2020	2,379	02/01/2020	30,789	1,530,920	2.01
Iowa	02/15/2020	2,239	02/08/2020	30,799	1,530,920	2.01
Iowa	02/22/2020	2,631	02/15/2020	30,741	1,530,920	2.01
Iowa	02/29/2020	2,240	02/22/2020	30,516	1,530,920	1.99
Iowa	03/07/2020	2,221	02/29/2020	29,424	1,530,920	1.92
Iowa	03/14/2020	2,229	03/07/2020	27,816	1,530,920	1.82
Iowa	03/21/2020	40,952	03/14/2020	26,496	1,530,920	1.73
Iowa	03/28/2020	55,966	03/21/2020	53,650	1,530,920	3.50
Iowa	04/04/2020	64,194	03/28/2020	91,631	1,530,920	5.99
Iowa	04/11/2020	43,889	04/04/2020	127,332	1,531,621	8.31
Iowa	04/18/2020	26,901	04/11/2020	150,445	1,531,621	9.82
Iowa	04/25/2020	27,220	04/18/2020	168,971	1,531,621	11.03
Iowa	05/02/2020	23,241	04/25/2020	179,610	1,531,621	11.73
Iowa	05/09/2020	15,820	05/02/2020	189,643	1,531,621	12.38
Iowa	05/16/2020	12,056	05/09/2020	184,641	1,531,621	12.06
Iowa	05/23/2020	13,723	05/16/2020	178,559	1,531,621	11.66
Iowa	05/30/2020	6,449	05/23/2020	162,562	1,531,621	10.61
Iowa	06/06/2020	9,488	05/30/2020	158,268	1,531,621	10.33
Iowa	06/13/2020	9,069	06/06/2020	152,739	1,531,621	9.97
Iowa	06/20/2020	8,208	06/13/2020	152,781	1,531,621	9.98
Iowa	06/27/2020	7,732	06/20/2020	141,748	1,531,621	9.25
Iowa	07/04/2020	9,957	06/27/2020	134,215	1,531,621	8.76
Iowa	07/11/2020	10,653	07/04/2020	134,284	1,532,562	8.76
Kansas	01/04/2020	2,019	12/28/2019	11,175	1,359,781	0.82
Kansas	01/11/2020	2,140	01/04/2020	11,431	1,363,114	0.84
Kansas	01/18/2020	2,402	01/11/2020	10,638	1,363,114	0.78
Kansas	01/25/2020	2,557	01/18/2020	11,182	1,363,114	0.82
Kansas	02/01/2020	2,000	01/25/2020	12,301	1,363,114	0.90
Kansas	02/08/2020	2,107	02/01/2020	11,809	1,363,114	0.87
Kansas	02/15/2020	2,076	02/08/2020	11,666	1,363,114	0.86
Kansas	02/22/2020	1,494	02/15/2020	12,003	1,363,114	0.88
Kansas	02/29/2020	1,517	02/22/2020	11,505	1,363,114	0.84
Kansas	03/07/2020	1,365	02/29/2020	11,003	1,363,115	0.81
Kansas	03/14/2020	1,755	03/07/2020	9,771	1,363,114	0.72
Kansas	03/21/2020	23,563	03/14/2020	9,973	1,363,114	0.73
Kansas	03/28/2020	54,330	03/21/2020	17,558	1,363,114	1.29
Kansas	04/04/2020	49,306	03/28/2020	51,425	1,363,114	3.77
Kansas	04/11/2020	29,873	04/04/2020	78,334	1,364,944	5.74
Kansas	04/18/2020	30,596	04/11/2020	97,478	1,364,944	7.14
Kansas	04/25/2020	24,483	04/18/2020	119,022	1,364,944	8.72
Kansas	05/02/2020	15,959	04/25/2020	120,701	1,364,944	8.84
Kansas	05/09/2020	12,234	05/02/2020	117,977	1,364,944	8.64
Kansas	05/16/2020	11,238	05/09/2020	108,565	1,364,944	7.95
Kansas	05/23/2020	11,232	05/16/2020	104,553	1,364,944	7.66
Kansas	05/30/2020	10,028	05/23/2020	99,948	1,364,944	7.32
Kansas	06/06/2020	8,261	05/30/2020	91,070	1,364,944	6.67
Kansas	06/13/2020	8,287	06/06/2020	83,881	1,364,944	6.15
Kansas	06/20/2020	9,179	06/13/2020	81,173	1,364,944	5.95
Kansas	06/27/2020	9,738	06/20/2020	79,455	1,364,944	5.82
Kansas	07/04/2020	11,458	06/27/2020	82,694	1,364,944	6.06
Kansas	07/11/2020	13,368	07/04/2020	81,561	1,367,656	5.96
Kentucky	01/04/2020	5,175	12/28/2019	22,515	1,890,475	1.19
Kentucky	01/11/2020	3,968	01/04/2020	25,124	1,890,475	1.33
Kentucky	01/18/2020	3,084	01/11/2020	24,066	1,890,475	1.27
Kentucky	01/25/2020	2,569	01/18/2020	22,874	1,890,475	1.21
Kentucky	02/01/2020	2,625	01/25/2020	23,219	1,890,475	1.23
Kentucky	02/08/2020	2,936	02/01/2020	22,937	1,890,475	1.21
Kentucky	02/15/2020	2,813	02/08/2020	23,076	1,890,475	1.22
Kentucky	02/22/2020	2,508	02/15/2020	22,623	1,890,475	1.20
Kentucky	02/29/2020	2,223	02/22/2020	23,733	1,890,475	1.26
Kentucky	03/07/2020	2,463	02/29/2020	22,770	1,890,475	1.20
Kentucky	03/14/2020	2,785	03/07/2020	22,940	1,890,475	1.21
Kentucky	03/21/2020	49,023	03/14/2020	22,328	1,890,475	1.18
Kentucky	03/28/2020	113,149	03/21/2020	24,361	1,890,475	1.29
Kentucky	04/04/2020	117,575	03/28/2020	130,151	1,890,475	6.88
Kentucky	04/11/2020	116,277	04/04/2020	182,097	1,893,451	9.62
Kentucky	04/18/2020	103,981	04/11/2020	199,030	1,893,451	10.51
Kentucky	04/25/2020	91,223	04/18/2020	260,792	1,893,451	13.77
Kentucky	05/02/2020	82,435	04/25/2020	256,317	1,893,451	13.54
Kentucky	05/09/2020	69,372	05/02/2020	253,250	1,893,451	13.38
Kentucky	05/16/2020	47,321	05/09/2020	246,865	1,893,451	13.04
Kentucky	05/23/2020	53,738	05/16/2020	244,342	1,893,451	12.90
Kentucky	05/30/2020	43,013	05/23/2020	206,005	1,893,451	10.88
Kentucky	06/06/2020	40,733	05/30/2020	197,702	1,893,451	10.44
Kentucky	06/13/2020	37,650	06/06/2020	181,169	1,893,451	9.57
Kentucky	06/20/2020	24,846	06/13/2020	172,145	1,893,451	9.09
Kentucky	06/27/2020	30,640	06/20/2020	159,565	1,893,451	8.43
Kentucky	07/04/2020	23,282	06/27/2020	150,748	1,893,451	7.96
Kentucky	07/11/2020	24,544	07/04/2020	158,659	1,896,673	8.37
Louisiana	01/04/2020	1,658	12/28/2019	16,553	1,890,973	0.88
Louisiana	01/11/2020	2,521	01/04/2020	15,957	1,892,522	0.84
Louisiana	01/18/2020	2,008	01/11/2020	16,076	1,892,522	0.85
Louisiana	01/25/2020	1,878	01/18/2020	15,500	1,892,522	0.82
Louisiana	02/01/2020	2,058	01/25/2020	16,189	1,892,522	0.86
Louisiana	02/08/2020	1,805	02/01/2020	15,051	1,892,522	0.80
Louisiana	02/15/2020	1,739	02/08/2020	15,057	1,892,522	0.80
Louisiana	02/22/2020	1,798	02/15/2020	14,640	1,892,522	0.77
Louisiana	02/29/2020	1,509	02/22/2020	15,289	1,892,522	0.81
Louisiana	03/07/2020	1,698	02/29/2020	14,199	1,892,522	0.75
Louisiana	03/14/2020	2,255	03/07/2020	13,987	1,892,522	0.74
Louisiana	03/21/2020	72,438	03/14/2020	14,143	1,892,522	0.75
Louisiana	03/28/2020	97,400	03/21/2020	58,027	1,892,522	3.07
Louisiana	04/04/2020	100,621	03/28/2020	116,690	1,892,522	6.17
Louisiana	04/11/2020	79,653	04/04/2020	217,532	1,891,334	11.50
Louisiana	04/18/2020	91,923	04/11/2020	246,296	1,891,334	13.02
Louisiana	04/25/2020	66,141	04/18/2020	300,657	1,891,334	15.90
Louisiana	05/02/2020	50,941	04/25/2020	310,013	1,891,334	16.39
Louisiana	05/09/2020	40,125	05/02/2020	325,136	1,891,334	17.19
Louisiana	05/16/2020	28,545	05/09/2020	326,504	1,891,334	17.26
Louisiana	05/23/2020	23,961	05/16/2020	328,409	1,891,334	17.36
Louisiana	05/30/2020	19,334	05/23/2020	301,598	1,891,334	15.95
Louisiana	06/06/2020	21,879	05/30/2020	305,083	1,891,334	16.13
Louisiana	06/13/2020	23,122	06/06/2020	306,358	1,891,334	16.20
Louisiana	06/20/2020	19,524	06/13/2020	300,389	1,891,334	15.88
Louisiana	06/27/2020	21,976	06/20/2020	306,089	1,891,334	16.18
Louisiana	07/04/2020	31,417	06/27/2020	313,157	1,891,334	16.56
Louisiana	07/11/2020	26,351	07/04/2020	312,893	1,889,866	16.56
Maine	01/04/2020	1,663	12/28/2019	7,828	601,875	1.30
Maine	01/11/2020	1,561	01/04/2020	7,832	602,736	1.30
Maine	01/18/2020	959	01/11/2020	8,661	602,736	1.44
Maine	01/25/2020	944	01/18/2020	8,457	602,736	1.40
Maine	02/01/2020	881	01/25/2020	8,916	602,736	1.48
Maine	02/08/2020	702	02/01/2020	8,809	602,736	1.46
Maine	02/15/2020	790	02/08/2020	8,896	602,736	1.48
Maine	02/22/2020	737	02/15/2020	8,624	602,736	1.43
Maine	02/29/2020	862	02/22/2020	9,007	602,736	1.49
Maine	03/07/2020	715	02/29/2020	8,739	602,736	1.45
Maine	03/14/2020	634	03/07/2020	8,451	602,736	1.40
Maine	03/21/2020	21,459	03/14/2020	8,703	602,736	1.44
Maine	03/28/2020	23,770	03/21/2020	21,967	602,736	3.64
Maine	04/04/2020	30,910	03/28/2020	41,339	602,736	6.86
Maine	04/11/2020	13,488	04/04/2020	55,723	603,932	9.23
Maine	04/18/2020	11,769	04/11/2020	66,525	603,932	11.02
Maine	04/25/2020	7,661	04/18/2020	73,141	603,932	12.11
Maine	05/02/2020	6,993	04/25/2020	76,773	603,932	12.71
Maine	05/09/2020	5,579	05/02/2020	87,280	603,932	14.45
Maine	05/16/2020	4,726	05/09/2020	92,207	603,932	15.27
Maine	05/23/2020	16,667	05/16/2020	138,219	603,932	22.89
Maine	05/30/2020	11,151	05/23/2020	162,256	603,932	26.87
Maine	06/06/2020	3,117	05/30/2020	78,247	603,932	12.96
Maine	06/13/2020	3,013	06/06/2020	66,966	603,932	11.09
Maine	06/20/2020	2,911	06/13/2020	64,717	603,932	10.72
Maine	06/27/2020	3,119	06/20/2020	62,989	603,932	10.43
Maine	07/04/2020	2,939	06/27/2020	63,635	603,932	10.54
Maine	07/11/2020	4,696	07/04/2020	60,623	607,641	9.98
Maryland	01/04/2020	3,997	12/28/2019	30,571	2,547,265	1.20
Maryland	01/11/2020	4,627	01/04/2020	31,292	2,549,408	1.23
Maryland	01/18/2020	3,739	01/11/2020	29,203	2,549,408	1.15
Maryland	01/25/2020	3,283	01/18/2020	29,231	2,549,408	1.15
Maryland	02/01/2020	3,203	01/25/2020	29,788	2,549,408	1.17
Maryland	02/08/2020	3,150	02/01/2020	29,342	2,549,408	1.15
Maryland	02/15/2020	3,048	02/08/2020	29,219	2,549,408	1.15
Maryland	02/22/2020	2,700	02/15/2020	29,095	2,549,408	1.14
Maryland	02/29/2020	2,626	02/22/2020	28,412	2,549,408	1.11
Maryland	03/07/2020	2,675	02/29/2020	28,061	2,549,408	1.10
Maryland	03/14/2020	3,864	03/07/2020	27,039	2,549,408	1.06
Maryland	03/21/2020	42,982	03/14/2020	26,460	2,549,408	1.04
Maryland	03/28/2020	85,377	03/21/2020	47,954	2,549,408	1.88
Maryland	04/04/2020	109,653	03/28/2020	92,090	2,549,408	3.61
Maryland	04/11/2020	63,235	04/04/2020	160,897	2,555,073	6.30
Maryland	04/18/2020	48,570	04/11/2020	201,435	2,555,073	7.88
Maryland	04/25/2020	37,995	04/18/2020	224,315	2,555,073	8.78
Maryland	05/02/2020	63,305	04/25/2020	227,043	2,555,073	8.89
Maryland	05/09/2020	45,664	05/02/2020	254,713	2,555,073	9.97
Maryland	05/16/2020	35,346	05/09/2020	253,518	2,555,073	9.92
Maryland	05/23/2020	34,048	05/16/2020	255,313	2,555,073	9.99
Maryland	05/30/2020	31,920	05/23/2020	246,542	2,555,073	9.65
Maryland	06/06/2020	41,638	05/30/2020	246,535	2,555,073	9.65
Maryland	06/13/2020	23,450	06/06/2020	250,269	2,555,073	9.79
Maryland	06/20/2020	32,549	06/13/2020	243,711	2,555,073	9.54
Maryland	06/27/2020	22,623	06/20/2020	233,086	2,555,073	9.12
Maryland	07/04/2020	33,191	06/27/2020	246,437	2,555,073	9.65
Maryland	07/11/2020	19,516	07/04/2020	234,264	2,551,522	9.18
Massachusetts	01/04/2020	9,464	12/28/2019	76,528	3,546,144	2.16
Massachusetts	01/11/2020	8,784	01/04/2020	79,521	3,557,761	2.24
Massachusetts	01/18/2020	6,940	01/11/2020	75,076	3,557,761	2.11
Massachusetts	01/25/2020	6,022	01/18/2020	75,529	3,557,761	2.12
Massachusetts	02/01/2020	5,523	01/25/2020	76,927	3,557,761	2.16
Massachusetts	02/08/2020	5,878	02/01/2020	76,492	3,557,761	2.15
Massachusetts	02/15/2020	5,393	02/08/2020	76,912	3,557,761	2.16
Massachusetts	02/22/2020	9,264	02/15/2020	77,091	3,557,761	2.17
Massachusetts	02/29/2020	4,865	02/22/2020	83,220	3,557,761	2.34
Massachusetts	03/07/2020	4,712	02/29/2020	75,552	3,557,761	2.12
